Identifiant;Nom générique;Nom de la manifestation;Descriptif court;Descriptif long;Date début;Date fin;Horaires;Dates affichage - horaires;Modification dernière minute;Lieu - nom;Lieu - adresse 1;Lieu - adresse 2;Lieu - adresse 3;Code postal;Commune;Type de manifestation;Catégorie de la manifestation;Thème de la manifestation;Station métro/Tram à proximité;GoogleMap latitude;GoogleMap longitude;Réservation téléphone;Réservation email;Réservation site internet;Manifestation gratuite;Tarif normal;Tarif enfant;Tranche âge enfant;Geo Point
FMAMID031V50IS8I;;FAIRE SAVOIR TEST;sdsdssdsqdq;ssdssdsdqsds;;;;Du 18/05/2020 au 18/11/2020 Du 18/07/2020 au 18/01/2021 Du 18/09/2020 au 18/03/2021 Du 18/11/2020 au 18/05/2021;;AMANDINE TEST;;;;31500;TOULOUSE;;;;;43.600568;1.433106;;;;;;;;43.600568,1.433106
FMAMID031V50IS8H;;FAIRE SAVOIR TEST 2;sdsdssdsqdq;ssdssdsdqsds;;;;Le 06/04/2020 Le 08/04/2020 Le 20/04/2020 Le 22/04/2020 Le 04/05/2020 Le 06/05/2020 Le 18/05/2020 Le 20/05/2020 Le 01/06/2020 Le 03/06/2020 Le 15/06/2020 Le 17/06/2020 Le 29/06/2020 Le 01/07/2020 Le 13/07/2020 Le 15/07/2020 Le 27/07/2020 Le 29/07/2020 Le 10/08/2020 Le 12/08/2020 Le 24/08/2020 Le 26/08/2020 Le 07/09/2020 Le 09/09/2020 Le 21/09/2020 Le 23/09/2020 Le 05/10/2020 Le 07/10/2020 Le 19/10/2020 Le 21/10/2020 Le 02/11/2020 Le 04/11/2020 Le 16/11/2020 Le 18/11/2020 Le 30/11/2020 Le 02/12/2020 Le 14/12/2020;;AMANDINE TEST;;;;31500;TOULOUSE;;;;;43.600568;1.433106;;;;;;;;43.600568,1.433106
FMAMID031V505TZS;;GUINGUETTE LE CANAILLE CLUB;Année après année, l’esprit guinguette du Canaille Club s’est imposé comme l’un des lieux incontournables de l’été à Toulouse. La guinguette éphémère posera ses valises du côté de l’Espace Cobalt, à deux pas des Halles Latécoère, dans le quartier Montaudran.;"Bande de Canailles !

Le Canaille Club, c’est l’histoire d’une envie. Celle de vous faire partager notre amour de la belle cuisine et du bon vin, tout en redécouvrant Toulouse et ses lieux insolites.

Cette année, il y en aura pour tous les goûts ! Au total, huit kiosques seront proposés, « avec à chaque fois une cuisine spécifique » : des produits de la mer, une cuisine d’inspiration sud-américaine, des viandes cuites au feu de bois, des légumes, des burgers de chez MAC (Mecs Au Camion)…";2020-06-08;2020-09-06;;Du 08/06/2020 au 06/09/2020;;ESPACE COBALT ET LES HALLES LATECOERE;;55 Avenue Louis Bréguet;;31400;TOULOUSE;Insolite;Animations;Gastronomie;;43.5769295;1.4781886;;;www.canaille-club.com;;;;;43.5769295,1.4781886
FMAMID031V50J3L1;;HALLE NIGHT LONG : LES IDIOTS (CHANSON);"La Halle de La Machine lance sa deuxième saison Halle Night Long.
De la musique ! Et en live ! LES IDIOTS (CHANSONS)
Concert gratuit. Ambiance festive, estivale et familiale garantie !
Bar & restauration sur place";"Si les filles naissent dans les roses et les garçons dans les choux, Les Idiots ont choisi Albi pour commencer leur vie.
L’un de Les Idiots c’est Guillaume, l’autre de Les Idiots c’est Mika. L’idiot Guillaume a la grosse voix, l’idiot Mika travaille des doigts.
Les Idiots font de la musique acoustique avec des p’tits bouts de trucs dedans.
Les Idiots ce sont des chansons en français avec des textes drôles ou pas ou les deux à la fois.
Les Idiots méritent vraiment d’être connus.
Au final si Les Idiots ne sont que deux, ils savent qu’ils peuvent compter sur tous ceux qui les entourent.";2020-09-12;2020-09-12;De 19h à 22h.;Le 12/09/2020 - De 19h à 22h.;;LA HALLE DE LA MACHINE;;3 Avenue de l'Aérodrome de Montaudran;;31400;TOULOUSE;Culturelle, Insolite;Animations;;;43.5727715;1.4780591;;;www.halledelamachine.fr/event/halle-night-long-saison-2;Oui;;;;43.5727715,1.4780591
FMAMID031V50JG10;;HALLE NIGHT LONG : PRINCESS THAILAND;"La Halle de La Machine lance sa deuxième saison Halle Night Long.
De la musique ! Et en live ! PRINCESS THAILAND (NOISE – POST PUNK) 
Concert gratuit. Ambiance festive, estivale et familiale garantie !
Bar & restauration sur place";"Vous avez sans doute croisé les membres de ce nouveau groupe français au sein de Sound
Sweet Sound, qui, quatre années durant, ont parcouru l’Europe avec leur Rock Psyché, jusqu’à
en devenir une référence underground du genre.
En 2017, le groupe change de Line Up et de direction artistique. Il devient PRINCESS THAILAND.
Ici, nous parlons de Rock au sens large du terme. Emmené par le chant brut et incantatoire
de la chanteuse Aniela, le groupe composé de Pat, JB, Maxime, Jean et Nay joue une musique
aux influences multiples : Noise, Post Punk, Psychédélique.
On assiste alors à une déflagration sonore intense, à un lâcher prise salutaire, ponctués de
moments d’évasion comme pour mieux se faire définitivement happer dans leur univers
unique.";2020-09-11;2020-09-11;De 19h à 22h.;Le 11/09/2020 - De 19h à 22h.;;LA HALLE DE LA MACHINE;;3 Avenue de l'Aérodrome de Montaudran;;31400;TOULOUSE;Culturelle, Insolite;Animations;;;43.5727715;1.4780591;;;www.halledelamachine.fr/event/halle-night-long-saison-2;Oui;;;;43.5727715,1.4780591
FMAMID031V50IV09;;HAPPY HOUR… INVITATION AU VOYAGE (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

UNE HEURE CONSACRÉE AUX CHEFS-D’ŒUVRE DU GRAND RÉPERTOIRE, AFIN DE DÉCOUVRIR LES PLUS BELLES PAGES SYMPHONIQUES

KEREM HASAN : DIRECTION
THIBAUT GARCIA : GUITARE";"Bonaparte se fit couronner Napoléon… et Beethoven déchira la dédicace qu’il pensait lui adresser dans sa Symphonie n° 3 ! Plus de deux siècles après, celle-ci symbolise encore le refus de toute tyrannie. Sa fougue a les traits d’un jeune Anglais, le chef britannique Kerem Hasan. À ses côtés dans le Concerto d’Aranjuez, le guitariste toulousain Thibaut Garcia incarne mieux que tout autre
cet amour de la ville rose pour la musique.

JOAQUÍN RODRIGO
CONCERTO D’ARANJUEZ
POUR GUITARE
LUDWIG VAN BEETHOVEN
SYMPHONIE N° 3 « HÉROÏQUE »
EN MI BÉMOL MAJEUR, OP. 55";2020-10-31;2020-10-31;A 18h.;Le 31/10/2020 - A 18h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Culturelle;Concert;Musique classique;Métro ligne B François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;De 5,00 € à 22,00 €;;;43.6002193,1.4533432
FMAMID031V505YMH;;HORS-LIGNE;Un espace éphémère, un lieu unique de vie autour de l'art urbain. (Restaurant, galerie d’art, pop-up store...);"Imaginé par 4 amis déjà associés dans de nombreux projets dédiés aux arts urbains, tels que l’exposition Mister Freeze, le Festival Open Summer, les soirées Hello Brooklyn ou encore la création de l’Espace Cobalt, Hors Ligne est un concept inédit, qui risque fort de donner le sourire à de nombreux toulousains en manque de nouveautés originales !

C’est dans l’ancien Monoprix de l’avenue Étienne Billières qu’Hors Ligne a posé ses valises. Réparti sur une surface totale de 350m2, l’espace a été intégralement repensé et la décoration confiée à des artistes reconnus dans le milieu de l’art urbain pour créer différents espaces, dans une ambiance arty et chaleureuse. Le lieu peut accueillir jusqu’à 200 personnes et peut être privatisé.

Hors Ligne est un concept ambitieux, qu’il ne faut pas tarder à découvrir car, à l’image du Graffiti à qui il rend hommage, il n’est qu’éphémère et fermera ses portes fin 2020 !";2020-04-15;2021-03-31;Du mercredi au samedi de 11h à 23h et le dimanche de 12h à 17h.;Du 15/04/2020 au 31/03/2021 - Du mercredi au samedi de 11h à 23h et le dimanche de 12h à 17h.;;HORS-LIGNE CONCEPT;;41 avenue Etienne Billières;;31300;TOULOUSE;Insolite;Exposition;Arts de la rue, Gastronomie, Peinture;Saint Cyprien;43.5966668;1.4260245;05 82 08 06 64;;www.horsligneconcept.com;;;;;43.5966668,1.4260245
FMAMID031V50D3YU;;INAUGURATION OFFICIELLE DU FESTIVAL FIFIGROT;"Grolandaises, grolandais !

Viendez à la grosse inauguration officielle du FIFIGROT, monter avec nous les marches de l’American Cosmograph !";"RDV à 20h: Cérémonie d'ouverture suivie de la projection à l’American Cosmograph: UN PAYS QUI SE TIENT SAGE (avant-première) de David Dufresne, en sa présence (France, 2019, 1h26). Rencontre à l’issue de la séance

Film documentaire choc commis par le journaliste David Dufresne, spécialiste rock qui a participé à la création de Mediapart, auteur de nombreux essais, et qui analyse depuis des années les agissements de la Police, entendez ses dérapages. Depuis les débuts des gilets jaunes, il a répertorié notamment sur Twitter toutes les bavures policières, en a tiré son premier roman Dernière sommation et à présent ce film qui dresse un portrait cru de la France d’aujourd’hui : une époque sous tension, pleine de bruit et de fureur. Le Fifigrot est lancé, version grenade de désencerclement.";2020-09-14;2020-09-14;De 20h à 22h;Le 14/09/2020 - De 20h à 22h;;AMERICAN COSMOGRAPH;;24 Rue Montardy;;31000;TOULOUSE;Insolite;Animations, Cinéma;Cinéma;Métro ligne A Capitole;43.604016;1.446785;;;www.fifigrot.com www.american-cosmograph.fr;Oui;;;;43.604016,1.446785
FMAMID031V50JGFM;;JEAN BAPTISTE FONLUPT (PIANO AUX JACOBINS);41ème édition du Festival Piano aux Jacobins.;"Concert gratuit sur réservation auprès de L’Envol des pionniers

LISZT
2 mélodies
– Les cloches de Marling
– Sur le Rhin

SCHUMANN
Fantasiestücke op.12

LISZT
2e Année de Pèlerinage – L’Italie
– Sposalizio
– Après une lecture du Dante";2020-09-19;2020-09-19;De 21h à 23h.;Le 19/09/2020 - De 21h à 23h.;;ENVOL DES PIONNIERS;La Piste des Géants;6 rue Jacqueline Auriol;;31400;TOULOUSE;Musique;Concert, Festival;Musique classique;Métro ligne A Capitole;43.5741711;1.4768882;;;pianojacobins.festik.net;Oui;De 7,00 € à 40,00 €;;;43.5741711,1.4768882
FMAMID031V5018JR;;JOURNEES DU PATRIMOINE A L'EGLISE SAINT PIERRE DES CUISINES;Cet édifice historique toulousain de premier ordre dévoile une stratification chronologique passionnante et inédite dans un lieu qui est aujourd'hui consacré à la musique et à la danse.;"La descente de quelques marches engage le visiteur dans une brusque remontée dans le temps, au IVe siècle ou au début du siècle suivant. Alors que l'évêché de Toulouse se constitue et s'implante à l'Est de la cité, une première église, à vocation funéraire, est construite au cœur d'une nécropole, au nord, en bordure de Garonne. D'une longueur de 30m, elle devait présenter des dimensions comparables à celles de la première église St-Sernin, contemporaine. On se réunissait donc, à la fin de l'Antiquité, dans cette église, afin de commémorer les défunts dont les tombes envahissaient tout l'espace environnant et jusqu'au cœur de la nef.

Elle sera ouverte, de 11h à 17h, le samedi 19 septembre uniquement.  Des visites gratuites (sans réservation, dans la limite des places disponibles) seront conduites à 11h, 12h, 14h, 15h et 16h.";2020-09-19;2020-09-19;De 11h à 17h.;Le 19/09/2020 - De 11h à 17h.;;AUDITORIUM SAINT PIERRE DES CUISINES;;12 Place Saint Pierre;;31000;TOULOUSE;Culturelle;Animations, Portes ouvertes;;Métro ligne A Capitole;43.604081;1.435466;;;;Oui;;;;43.604081,1.435466
FMAMID031V50IUZW;;L’ANNÉE LUDWIG BEETHOVEN SOLAIRE (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER
250ème anniversaire de la naissance de Beethoven

MAXIM EMELYANYCHEV : DIRECTION
ISHAY SHAER : PIANO";"Les mélomanes toulousains le savent : Maxim Emelyanychev aime mettre
sa connaissance du répertoire ancien au service des grands chefs-d’œuvre classiques. Aux côtés du jeune pianiste israélien Ishay Shaer, il associe Beethoven à Haydn, rappelant combien « Ludwig van » apprit de son aîné. Deux symphonies emblématiques de leurs maturités dialoguent : la merveilleuse Symphonie n° 95 « londonienne » et la Symphonie n° 8 au charme solaire.

JOSEPH HAYDN
SYMPHONIE N° 95 EN UT MINEUR, HOB. I : 95
LUDWIG VAN BEETHOVEN
CONCERTO POUR PIANO N° 4 EN SOL MAJEUR, OP. 58
SYMPHONIE N° 8 EN FA MAJEUR, OP. 93";2020-10-03;2020-10-03;A 20h.;Le 03/10/2020 - A 20h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Culturelle;Concert;Musique classique;Métro ligne B François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;De 18,00 € à 60,00 €;;;43.6002193,1.4533432
FMAMID031V50IV0D;;L’ANNÉE LUDWIG PARFUM FRANÇAIS (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER
250ème anniversaire de la naissance de Beethoven

FABIEN GABEL : DIRECTION
BENJAMIN GROSVENOR : PIANO";"Où Beethoven dialogue avec la France… Sous les doigts du jeune Benjamin Grosvenor, le Concerto n° 1 du maître allemand entame un duo avec des pages emblématiques de l’orchestre français. Ravel, Dukas, Roussel : un trio d’exception, qui manie chatoiement orchestral, énergie rythmique et modernité.
Fabien Gabel s’en fait le passeur idéal. 

PAUL DUKAS
LA PÉRI, POÈME DANSÉ
LUDWIG VAN BEETHOVEN
CONCERTO POUR PIANO N° 1
EN UT MAJEUR, OP. 15
ALBERT ROUSSEL
BACCHUS ET ARIANE, SUITE N° 2, OP. 43
MAURICE RAVEL
LA VALSE, POÈME CHORÉGRAPHIQUE";2020-11-14;2020-11-14;A 20h.;Le 14/11/2020 - A 20h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Culturelle;Concert;Musique classique;Métro ligne B François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;De 18,00 € à 60,00 €;;;43.6002193,1.4533432
FMAMID031V50IW4F;;L’ORFEÓN ENTRE GARONNE ET VOLGA (LES CONCERTS EN FAMILLE);"UNE HEURE EN FAMILLE POUR FAIRE SES PREMIERS PAS AVEC L’ORCHESTRE OU APPROFONDIR SES CONNAISSANCES

DANS LE CADRE DE LA TROISIÈME ÉDITION DES MUSICALES FRANCO-RUSSES
A partir de 12 ans";"Il est l’un des meilleurs ensembles du monde, reconnu pour la qualité de ses interprètes et pour sa soif de découvertes musicales… Le Chœur Orfeón Donostiarra participe aux Musicales franco-russes. De Poulenc, aveyronnais par sa mère, à ses
contemporains russes, les chanteurs – accompagnés au piano – donneront toute la mesure de leur engagement lors de ce concert placé sous le signe du sacré, grâce à l’émouvant Gloria. 

JOSÉ ANTONIO
SAINZ ALFARO
DIRECTION
ORFEÓN DONOSTIARRA
CHŒUR
FRANCIS POULENC
GLORIA, FP. 177
SERGUEÏ RACHMANINOV
SIX CHŒURS, OP. 15
MODESTE MOUSSORGSKI
JOSUÉ NAVINE
SERGUEÏ PROKOFIEV
ZDRAVITSA, CANTATE, OP. 85";2021-03-21;2021-03-21;A 10h45;Le 21/03/2021 - A 10h45;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;Métro ligne B François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;De  € à 20,00 €;De  € à 3,50 €;plus de 12 ans;43.6002193,1.4533432
FMAMID031V50JKS9;;LA BAYADERE (SAISON THÉÂTRE DU CAPITOLE);"THOMAS EDUR

Ballet sur un livret de Marius Petipa et Sergueï Nikolaïevitch Khoudekov
Version de Thomas Edur créée le 16 mai 2013 par le Ballet national d’Estonie, à l’Opéra de Tallinn

Durée : 2h10";"PREMIÈRE À TOULOUSE

La Bayadère est l’un des plus grands ballets classiques. La version du chorégraphe estonien Thomas Edur conserve tous les joyaux chorégraphiques du français Marius Petipa et en renforce la dramaturgie. Ce spectacle enchanteur nous transporte dans une Inde intemporelle et nous conte les amours contrariées du noble guerrier Solor et de la bayadère Nikiya, gardienne du feu sacré. Tant pour ses personnages colorés et passionnés que pour le Royaume des Ombres, l’une des scènes les plus célèbres de l’histoire du ballet, La Bayadère est une oeuvre fastueuse à ne pas manquer.";;;A 20h A 15h A 20h A 20h A 20h A 15h A 20h A 20h A 20h;Le 19/12/2020 - A 20h Le 20/12/2020 - A 15h Le 22/12/2020 - A 20h Le 23/12/2020 - A 20h Le 26/12/2020 - A 20h Le 27/12/2020 - A 15h Le 29/12/2020 - A 20h Le 30/12/2020 - A 20h Le 31/12/2020 - A 20h;;THEATRE DU CAPITOLE;;Place du Capitole;;31000;TOULOUSE;Culturelle, Musique;Concert;Musique classique;Capitole;43.6044292;1.4438121;05 61 63 13 13;;www.theatreducapitole.fr;;De 8,00 € à 60,00 €  -  De 10,00 € à 78,00 €;;;43.6044292,1.4438121
FMAMID031V50JI78;;LA COURSE AU REQUIEM (TOULOUSE LES ORGUES);"Histoires d'organistes et autres fantaisies
Lecture et musique.";"Pour ce concert-lecture, l’ambiance se fait intimiste et plonge le public dans les coulisses de la vie d’organiste.
L’organiste-écrivain Yves Lafargue a imaginé des récits de fantaisie comme des anecdotes et des légendes que l’on se partage entre musiciens à la veillée autour d’un feu.
Ces textes seront racontés en alternance avec de la musique des XIXe et XXe siècles, pour orgue et voix.

AU PROGRAMME
Textes d’Yves Lafargue et pièces musicales de C. Franck, J.S. Bach, Y. Lafargue, H. Berlioz, M. Duruflé, J. Alain

INTERPRETES
Yves LAFARGUE, orgue
Françoise MASSET, Soprano
Philippe FORGET, lecture

Ouverture de la billetterie : Lundi 21 septembre 2020
Réservation fortement conseillée en raison du contexte sanitaire";2020-10-09;2020-10-09;A 12h30.;Le 09/10/2020 - A 12h30.;;TEMPLE DU SALIN;4 impasse de la Trésorerie;;;31000;TOULOUSE;Culturelle, Musique;Concert, Festival;Musical;Métro ligne B Carmes ou Palais de Justice;43.5953476;1.44436832;05 61 33 76 87;;billetterie.toulouse-les-orgues.org;;De 5,00 € à 12,00 €;;;43.5953476,1.44436832
FMAMID031V501RQ6;;LA GARONNE EXPOSE;Exposition d'artistes amateurs : peinture, sculpture et photo.;"La Garonne expose veut être une manifestation populaire, qui grâce à une grande diversité d'oeuvres de qualité, offre aux visiteurs un panel de pistes créatives, de points de départs à une réflexion, et où chacun se trouve alors en mesure de (re) définir sa propre conception de l'Art. 

Grâce à sa formule en plein air et gratuite, la Garonne expose permet un rapport enrichissant entre les artistes et le public. Les artistes sont présents pour informer les visiteurs sur leur démarche, leur inspiration... Ces rencontres aboutissent même pour certains artistes, à vendre leurs oeuvres ultérieurement ou à prendre des commandes personnalisées. 

Le passant peut, s'il le souhaite, rencontrer l'artiste à qui on demande d'être présent, et échanger sans barrière.";2020-04-19;2020-12-27;Tous les dimanches et jours fériés, de 10h à 19h.;Du 19/04/2020 au 27/12/2020 - Tous les dimanches et jours fériés, de 10h à 19h.;;QUAI DE LA DAURADE;;;;31000;TOULOUSE;Culturelle;Exposition;Peinture, Photographie, Sculpture;Capitole;43.6016515;1.43954899;;contact@la-garonne-expose.com;www.la-garonne-expose.com;Oui;;;4 - 7 ans  /  8 - 12 ans  /  plus de 12 ans;43.6016515,1.43954899
FMAMID031V50AKWB;;LA GUINGUETTE DE SAINT-CYPRIEN;La guinguette de Saint-Cyprien, située au jardin Raymond VI, offre l'une des plus belles vues sur la Garonne à Toulouse.;"Profitez pour manger et boire un verre sur les pelouses du jardin Raymond VI, le long de l’hôpital de la Grave, ou sur les marches.

Ouvert tous les jours de 11h à 20h30 jusqu'au mois d'octobre.";2020-05-31;2020-10-31;Tous les jours de 11h à 20h30.;Du 31/05/2020 au 31/10/2020 - Tous les jours de 11h à 20h30.;;JARDIN RAYMOND VI;;Allées Charles-de-Fitte;;31000;TOULOUSE;Insolite;Animations;Gastronomie;Saint Cyprien République;43.5975288;1.4311599;;;;;;;0 - 3 ans  /  4 - 7 ans  /  8 - 12 ans  /  plus de 12 ans;43.5975288,1.4311599
FMAMID031V50JOFM;;L'APREM SALES GOSSES (FIFIGROT);Ça se passe au  Gro'village, Port Viguerie !;"Une aprem dédiée aux ""sales gosses"" (les vrais, les moins de 12 ans), avec au programme: activités et jeux adaptés à leur manque évident de dextérité !

ET UNE GRANDE CHASSE AU TRÉSOR DURANT TOUTE L'APREM !";2020-09-19;2020-09-19;De  14h30 à 18h;Le 19/09/2020 - De  14h30 à 18h;;PORT VIGUERIE;En face de la Daurade, quartier Saint-Cyprien;7 Place Lange;;31300;TOULOUSE;Culturelle;Animations;;Métro ligne A Saint-Cyprien;43.6007491;1.43382279;;;fifigrot.com;Oui;;;0 - 3 ans  /  4 - 7 ans  /  8 - 12 ans;43.6007491,1.43382279
FMAMID031V50JTI1;;LE CIRQUE DES PETITES NATURES - MÉLANIE PAULI;"DORI FOCUS STUDIO DE TOULOUSE – PACT
Spectacle présenté en plateau partagé avec OLGA_cirqAnalogique
1 billet = 2 spectacles.
Tout public
Durée: 1h30 avec entracte";"Goûter – spectacle pour panser ensemble…

CIRQUE DES PETITES NATURES

Vieillir sur place, se redresser, retrouver un équilibre physique et émotionnel, tomber du haut de soi-même, tout recommencer à l’envers. Dori, un personnage timide mais culotté nous invite à célébrer son âge avancé. Durant les préparatifs, elle se remémore ses anniversaires depuis ses huit ans, jour de traumatisme, et nous confie son parcours de vie.
De clown en contorsions, on s’attache à Dori qui parle avec humour de sa fragilité et entraîne une réflexion collective sur la participation de chacun et l’approche de l’autre.

OLGA_CIRQANALOGIQUE

LP (Long Play) est un sous-monde visuel et sonore caché derrière le masque de la vie quotidienne.
L’Upside down, la pilule rouge, la boîte de Pandore… Une porte d’issue par laquelle passent toutes nos dissidences. Un temple Millennial dans lequel on peut célébrer l’erreur : cette petite brèche de fragilité humaine.
Des câbles, des logiciels, des chaussures à talons et une barbe, sont autant d’éléments de ce spectacle construit en direct. De la bible au smartphone, de la vierge Marie à l?’androgyne non-binaire, de Schubert à Plastikman… Imprégnés de symboles du passé et les yeux anxieux tournés vers l’avenir, OLGA pose la question inachevée du présent.
Les corps se déforment sous des jeux de lumières, d’ombres et de sons, dans un rituel qui rend hommage et met en question la génération du nouveau millénium.";2020-10-17;2020-10-17;A 15h;Le 17/10/2020 - A 15h;;LA GRAINERIE;;61 Rue Saint-jean;;31130;BALMA;Culturelle;Animations, Spectacle;Cirque;Métro ligne A Balma Gramont;43.622437;1.488283;05 61 24 92 02;;;Oui;De 6,00 € à 8,00 €;;;43.622437,1.488283
FMAMID031V50JTJH;;LE CIRQUE DES VINS NATURE;"6e salon des vins naturels de la Grainerie 
Tout public";"PROGRAMME

SAMEDI 7 

15h-20h Salon des vins et dégustation
20h00 Accueil repas vigneron et présentation de travail de la cie La Barque Acide
20h30 Repas vigneron ponctué de numéros de cirque avec Carla Carnerero Huertas, Marie Vanpoulle et Simon Burnouf.

DIMANCHE 8 

11h-18h Salon des vins, dégustation et restauration légère.
14h-18h Ateliers d’initiation aux arts du cirque avec l’association Par Haz’Art – pour les enfants accompagnés d’un adulte détenteur d’une entrée.

Sur réservation

Liste des vignerons à confirmer...";;;A 15h A 11h;Le 07/11/2020 - A 15h Le 08/11/2020 - A 11h;;LA GRAINERIE;;61 Rue Saint-jean;;31130;BALMA;Culturelle;Animations, Foire ou salon;Gastronomie;Métro ligne A Balma Gramont;43.622437;1.488283;;;la-grainerie.festik.net/le-cirque-des-vins-nature;;De 7,00 € à 35,00 €;De  € à 12,00 €;;43.622437,1.488283
FMAMID031V50IQUQ;;LE LAC DES CYGNES;"Report du 4 avril au 30 octobre 2020.

Ballet le plus joué au monde, Le Lac des Cygnes est de retour en 2020 pour une grande tournée en France et en Europe. A l’image des années précédentes, une nouvelle compagnie russe présentera cet intemporel chef-d’œuvre classique.";"Ce ballet nous plonge dans la folle histoire d’amour du Prince Siegfried et de la Princesse Odette. Cette dernière est malheureusement prisonnière du célèbre sort du magicien Rothbart : elle se transforme en cygne le jour et redevient femme la nuit. Seule la promesse d’un amour éternel pourra la libérer de cet ensorcellement. Siegfried promet alors à Odette de l’épouser lors du bal donné en son honneur. Échapperont-ils aux fourberies de Rothbart et de sa fille Odile ? Le Prince parviendra-t-il à sauver sa promise ?

Créé en 1875 par le compositeur russe Piotr Tchaïkovsky, c’est en 1895 avec la reprise du chorégraphe Marius Petipa que Le Lac des Cygnes deviendra le plus grand succès classique de tous les temps.

Entre Pas de deux, duos romantiques et Danse des Petits Cygnes, les danseurs, accompagnés par l’orchestre, interpréteront tout en élégance cette œuvre magistrale.

Symbole du ballet romantique, Le Lac des Cygnes envoûte et continue d’enchanter des générations de spectateurs.

Les billets restent valables pour la nouvelle date.
Les personnes ne pouvant se rendre au concert reporté, sont invitées à se rapprocher de leur point de vente pour effectuer une demande de remboursement jusqu'au 12 avril.""";2020-10-30;2020-10-30;A  20h30;Le 30/10/2020 - A  20h30;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31000;TOULOUSE;Culturelle;Spectacle;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/le-lac-des-cygnes-2020-2174.html;;;;plus de 12 ans;43.598264,1.4092542
FMAMID031V50ISHH;;LE PLUS GRAND CABARET DU MONDE;"Présenté et animé par
Patrick SÉBASTIEN et plus de 50 Artistes sur scène.";Pendant plus de vingt ans, “Le plus grand cabaret du monde” a enchanté toutes les générations du plus petit au plus grand. Les artistes du monde entier, magiciens, acrobates, clowns, voltigeurs, vous ont émerveillé à la télévision. Aujourd’hui ils traversent l’écran pour venir chez vous. Un spectacle féérique de deux heures présenté par Patrick Sébastien arrive dans vos villes. Le talent, le frisson, le mystère, le rire, la beauté, l’exceptionnel, feront éclater un feu d’artifice de performances uniques. « Le plus grand cabaret du monde » en tournée, c’est « le rêve en vrai ».;2020-12-09;2020-12-09;A 20h30.;Le 09/12/2020 - A 20h30.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;;Spectacle;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/le-plus-grand-cabaret-du-monde-2238.html;;;;;43.598264,1.4092542
FMAMID031V5068YH;;LES ARTS EN BALADE A TOULOUSE;"L’association des Arts en Balade à Toulouse organise la 
4 ème édition « Portes ouvertes d’ateliers d’artistes » les 26 et 27 septembre prochains.";"« Les Arts en Balade » réinventent l’itinérance urbaine autour de la découverte d’artistes qui, le temps d’un weekend, ouvrent la porte de leur atelier ou de leur lieu de création. 

Venez rencontrer peintres, sculpteurs, photographes, graveurs, céramistes… Pour les artistes, c’est un moment privilégié d’échanges avec le public. 121 artistes vous accueillent dans leur atelier individuel ou collectif (85 lieux), répartis dans 19 quartiers de Toulouse et 7 communes alentours (Colomiers, Fenouillet, Lacroix-Falgarde, Launaguet, Balma, Pin Balma, Tournefeuille)

Une manifestation gratuite ouverte à toutes et à tous.
Samedi 26 septembre 2020 de 13h à 21H
Dimanche 27 septembre 2020 de 11H à 20H

Points infos pour vous procurer le livret programme de cette édition, à partir de septembre:

Libraire Floury, rue de la Colombette, Toulouse
Galerie 3.1 (rue Jules Chalande)
Palette des Possibles (Ave Lombez M° Patte d’Oie
Marie de Tournefeuille";;;De 13h à 21h De 11h à 20h;Le 26/09/2020 - De 13h à 21h Le 27/09/2020 - De 11h à 20h;;DIVERS LIEUX;;;;31000;TOULOUSE;Culturelle;Animations, Exposition;Artisanat, Atelier;;43.5985933;1.44470603;;;www.lesartsenbaladeatoulouse.org www.facebook.com/lesartsenbaladeatoulouse twitter.com/ToulouseArtsenB;Oui;;;;43.5985933,1.44470603
