identifiant_id;nom_de_l_organisme;adresse_de_l_organisme;code_postal;commune;lien_vers_la_ressource;description_des_contenus_et_de_l_experience_proposes_min_200_max_500_caracteres;si_enfants_merci_de_preciser_le_niveau_scolaire;titre_de_la_ressource;activite_proposee_apprendre_se_divertir_s_informer;public_cible;types_de_ressources_proposees;thematiques;contenus_adaptes_aux_types_de_handicap;temps_d_activite_estime_lecture_ecoute_visionnage_jeu;accessibilite_perennite_de_la_ressource;rattachement_de_l_organisme;autre_precisez;si_limite_dans_le_temps_precisez_jusqu_a_quelle_date;autres_preciez;adresse;latitude;longitude;geolocalisation
682;Bibliothèque nationale de France (BNF);Quai François Mauriac;75706;Paris;http://classes.bnf.fr/echo/;L’expérience d’écoute de la Bibliothèque nationale de France. Sous l’influence de la radio, du cinéma et du cabaret, les théâtres français n’ont eu de cesse, d’explorer de nouvelles façons, plus accessibles, de dire les textes dramatiques. En quatre actes émaillés de podcasts et d’expériences d’écoute, le site « Entendre le théâtre » retrace cette histoire de la voix théâtrale avec de nombreux documents d’archive.</p>;;Entendre le théâtre;Audios;Tous publics;Audio, radio, podcasts;Théâtre, Spectacles;;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;Quai François Mauriac 75706 Paris;48.8339111;2.3776154;48.8339111,2.3776154
689;Bibliothèque numérique du Limousin;2 place Aimé-Césaire;87000;Limoges;http://www.bn-limousin.fr;La Bibliothèque numérique du Limousin vous propose de découvrir des trésors d'intérêt national et des pièces intéressantes pour l'histoire régionale, conservées dans les bibliothèques du Limousin : manuscrits médiévaux, incunables, imprimés d'histoire locale, gravures, photographies...;;Bibliothèque Numérique du Limousin - Trésors des bibliothèques limousines;Livres;Tous publics;Livres numériques;Littérature, sciences humaines, langues;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;2 place Aimé-Césaire 87000 Limoges;45.8267244;1.2592761;45.8267244,1.2592761
691;Bibliothèque publique d'information;19 Rue Beaubourg;75004;Paris;https://webtv.bpi.fr/;Végétarisme, végétalisme, véganisme... quelles différences ? Comment les plantes collaborent ? Ce sont quelques-unes des questions auxquelles la webTV de la Bibliothèque publique d'information (BPI) du Centre Pompidou apporteront des réponses aux plus curieux.;;Balises, webTV de la BPI;Actualités, débats;Tous publics;Audio, radio, podcasts;"Arts décoratifs, design, métiers d’art;Histoire;Sciences";;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;19 Rue Beaubourg 75004 Paris;48.8606458;2.3522484;48.8606458,2.3522484
692;Bibliothèque publique d'information;19 Rue Beaubourg;75004;Paris;https://balises.bpi.fr/medias/entre-les-lignes--decrypter-la-presse-papier-et-numerique;Comment reconnaître une fake news ? Quelles sont les évolutions du métier de journaliste ? Depuis quand la presse existe-t-elle, et comment fonctionne-t-elle ? Pour répondre à ces questions et à d'autres, la Bibliothèque publique d'information organise régulièrement des ateliers d'éducation aux médias à destination des collégiens et des et des lycéens, et propose ici un dossier d'articles pour aider à localiser et à décrypter les informations sous toutes leurs formes et tous les supports.;;Entre les lignes : décrypter la presse papier et numérique;Approfondir ses connaissances;Tous publics;Ressources pédagogiques;"Audiovisuel;Éducation artistique et culturelle";;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;Education aux médias et à l'information;;;19 Rue Beaubourg 75004 Paris;48.8606458;2.3522484;48.8606458,2.3522484
699;Causses et Vallée de la Dordogne - Villes et Pays d'art et d'histoire -;Château des Doyens;46110;Carennac;https://www.pays-vallee-dordogne.com/ressources-documentaires/visites-virtuelles/;Des visites virtuelles avec des photographies à 360° pour découvrir des sites du patrimoine du territoire comme le cloître de Carennac, la maison des Consuls à Saint-Céré...</p>;;Le patrimoine à l'ère numérique;Expos, musées;Tous publics;Expositions virtuelles;"Architecture et patrimoine;Monuments historiques";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;Château des Doyens 46110 Carennac;44.9189855;1.7322104;44.9189855,1.7322104
707;Centre Dramatique National -  Normandie;48 rue Louis Ricard;76000;Rouen;https://www.cdn-normandierouen.fr/ca-n-engage-a-rien-radio-hdr/;Avec les podcasts « Ça n’engage à rien », le CDN de Normandie-Rouen vous fait découvrir les coulisses des spectacles en création. Une émission d’une heure consacrée aux dessous d’un spectacle et aux questions qui le traversent. En partenariat avec Radio HDR.</p>;;« Ça n’engage à rien », le podcast du CDN de Normandie-Rouen;Audios;Tous publics;Audio, radio, podcasts;Théâtre, Spectacles;;Le temps d’un vrai déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48 rue Louis Ricard 76000 Rouen;49.4465815;1.1006131;49.4465815,1.1006131
709;Centre Dramatique National - Orléans;Boulevard Pierre Segelle;45000;Orléans;https://vimeo.com/user18758065;Spectacles en ligne, spectacles en création, interviews, etc.</p>;;Chaîne Viméo;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé;Théâtre, Spectacles;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;Boulevard Pierre Segelle 45000 Orléans;47.904557;1.914411;47.904557,1.914411
717;Centre national du cinéma et de l’image animée (CNC);291 boulevard Raspail;75014;Paris;https://www.cnc.fr/cinema/dossiers/des-images-a-la-maison_1141057;Alors que la France vit confinée, des suggestions de plateformes VoD, podcasts et émissions sur le cinéma, les séries TV, le documentaire, la création numérique ou encore le jeu vidéo à explorer chez soi pour se cultiver et aiguiser sa curiosité.</p>;;Des images à la maison;Films, documentaires, vidéos;Tous publics;"Vidéo, flux en direct, programmes en différé;Expositions virtuelles";Cinéma;;Le temps d’une soirée;Accès gratuit exceptionnel et limité dans le temps;Ministère de la Culture ou opérateur national;;2020-06-30T00:00:00;;291 boulevard Raspail 75014 Paris;48.8355894;2.3323564;48.8355894,2.3323564
719;Centre national du costume de scène et de la scénographie;Quartier Villars, Route de Montilly;03000;Moulins;https://www.cncs.fr/activit%C3%A9s-num%C3%A9riques;Découvrez nos visites virtuelles, applications et ateliers numériques grâce à nos outils de médiation en ligne !</p>;;Multimédia;Expos, musées;Tous publics;Expositions virtuelles;Mode;;Le temps d’une soirée;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;Quartier Villars, Route de Montilly 3000 Moulins;46.561356;3.318633;46.561356,3.318633
721;Centre Pompidou;Place Georges-Pompidou;75004;Paris;https://www.youtube.com/playlist?list=PL5RSjCvtcKQiOiavejpaQhrNGq39R_4mw;10 minutes pour entrer dans l'art et la création d'aujourd'hui : c'est la promesse de Mon oeil, une web-série du Centre Pompidou pour les enfants. Accessible gratuitement, ce programme hebdomadaire d’une dizaine de minutes propose une série de courtes vidéos et animations autour de thèmes très variés : assises emblématiques du design, fondamentaux de la création (le point, la ligne, la forme…), œuvres vidéos d’artistes contemporains…;;Mon oeil;Films, documentaires, vidéos;Enfants;"Vidéo, flux en direct, programmes en différé;Expositions virtuelles";"Arts visuels;Arts décoratifs, design, métiers d’art";;Le temps d’un week-end;Accès permanent;Ministère de la Culture ou opérateur national;;;;Place Georges-Pompidou 75004 Paris;48.8608613;2.351717;48.8608613,2.351717
722;Centre Pompidou;Place Georges-Pompidou;75004;Paris;https://www.youtube.com/playlist?list=PL5RSjCvtcKQh_kfvu3LcjmSIQSEx4NHbY;Les visites des grandes expositions consacrées aux figures emblématiques de l’art moderne et contemporain, guidée directement par les commissaires du Centre Pompidou et les artistes. Comme si vous y étiez !;;Parcours d'exposition;Expos, musées;Tous publics;"Vidéo, flux en direct, programmes en différé;Expositions virtuelles";Arts visuels;;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;Place Georges-Pompidou 75004 Paris;48.8608613;2.351717;48.8608613,2.351717
740;Citadelle de Belfort;Rue Xavier Bauer;90000;Belfort;https://musees.belfort.fr/citadelle/histoire-de-la-citadelle/nouveau-visite-numerique-1412.html;Muni de son ordiphone, le visiteur découvre l’histoire du site grâce à un parcours enrichi d’animations 3D et de réalité augmentée. En guise d'avant-goût, depuis chez vous, venez découvrir la Citadelle de Belfort aujourd'hui en 360°.</p>;;Visite numérique;Expos, musées;Tous publics;Expositions virtuelles;"Architecture et patrimoine;Monuments historiques";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;Rue Xavier Bauer 90000 Belfort;47.638801;6.869838;47.638801,6.869838
742;Cité de la dentelle et de la mode;135 quai du Commerce 62100 Calais;62100;Calais;https://artsandculture.google.com/partner/cite-de-la-dentelle-et-de-la-mode-de-calais;La Cité s’est associée aux technologies Google pour proposer des contenus numériques permettant de découvrir le patrimoine de la dentelle, parcourir le musée, ou encore revivre une exposition passée, mais aussi pour bénéficier de la numérisation ultra haute définition d’une pièce phare de ses collections.;;Expositions virtuelles;Expos, musées;Parents / Éducateurs;Expositions virtuelles;Mode;;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;135 quai du Commerce 62100 Calais 62100 Calais;50.9505471;1.8596596;50.9505471,1.8596596
750;CLEMI - Centre de Liaison de l'Enseignement et des Médias d'Information;391 bis Rue de Vaugirard;75015;Paris;https://www.clemi.fr/fr/ressources/nos-ressources-videos.html;Dispose de ressources vidéos, pédagogiques, ou encore des jeux pour accompagner les enseignants et leurs élèves dans les projets dédiés à l’éducation aux médias et à l’information.;;Analyser les médias;Actualités, débats;Parents / Éducateurs;Vidéo, flux en direct, programmes en différé;"Audiovisuel;Éducation artistique et culturelle";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;391 bis Rue de Vaugirard 75015 Paris;48.8350186;2.2921191;48.8350186,2.2921191
753;Comédie de Valence- Centre Dramatique National - Drôme Ardèche;Place Charles Huguenel;26000;Valence;https://www.comediedevalence.com/index.php?id=1410;La Comédie de Valence est à l’arrêt, mais pour résister à la perte de sens que pourrait occasionner cette « distanciation sociale » subie, nous vous proposerons des créations artistiques inédites. Des gestes de résistance et de solidarité, qui pourront prendre de multiples formes et qui nous permettront d’affirmer la nécessité de partager l’art malgré tout.</p>;;Notre grande évasion;Partager ses passions;Tous publics;"Vidéo, flux en direct, programmes en différé;Expositions virtuelles";Théâtre, Spectacles;;Le temps de manger un sandwich pendant une pause déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;2020-06-30T00:00:00;;Place Charles Huguenel 26000 Valence;44.9344857;4.892432;44.9344857,4.892432
757;Compagnie propos;9 Rue Professeur Morat;69008;Lyon;https://www.compagnie-propos.com/radioguidages-d-interieur;Une façon originale de s'amuser et de danser chez soi. Le principe est très simple : il suffit de lancer le fichier audio et de suivre les consignes données par Denis Plassard. Chaque radioguidage peut être refait plusieurs fois si on le souhaite, car la façon d'interpréter les consignes peut changer à chaque écoute.;;Radioguidages d'intérieur;Audios;Tous publics;Audio, radio, podcasts;Danse;;Le temps d’un vrai déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;9 Rue Professeur Morat 69008 Lyon;45.7353452;4.8811156;45.7353452,4.8811156
761;Conseil d'Architecture, d'Urbanisme et de l'Environnement (CAUE) - Paris;153 avenue Jean Lolive;93500;Pantin;https://www.caue-idf.fr/20-voyages-d-architecture/voyages-d-architecture-le-podcast;Promenez vos oreilles dans plusieurs lieux emblématiques de la région. Des pavillons aux cités-jardins, des équipements sportifs aux édifices religieux, De Juste Lisch à Patrick Bouchain, en passant par Le Corbusier ou Hector Guimard, découvrez quelques richesses architecturales, urbaines et paysagères de l'Île-de-France.</p>;;20 podcasts - Voyages d'architectures en Île-de-France;Audios;Tous publics;"Audio, radio, podcasts;Ressources pédagogiques";Architecture et patrimoine;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;153 avenue Jean Lolive 93500 Pantin;48.8935203;2.4138721;48.8935203,2.4138721
762;Conservatoire;4, rue Gaëtan Rondeau;43999;Nantes;https://conservatoire.nantes.fr/home/saison-culturelle/eleves-en-scene/creativite-20.html#;Le confinement imposé stimule les élèves du Conservatoire à exprimer leur créativité dans de nouveaux formats, partagés sur le web et les réseaux sociaux. Nous souhaitions en faire écho et ouvrir ce laboratoire inédit, afin de maintenir un lien entre élèves et public, et continuer ainsi à nourrir l’imaginaire de chacun.</p>;;Créativité 2.0;Partager ses passions;Tous publics;Création et pratiques artistiques;"Danse;Musique, concerts et opéras";;Le temps de manger un sandwich pendant une pause déjeuner;Accès gratuit exceptionnel et limité dans le temps;Collectivité territoriale;;2020-06-30T00:00:00;;4, rue Gaëtan Rondeau 43999 Nantes;47.2075257;-1.532194;47.2075257,-1.532194
767;Département de l'Ain;Hôtel du Département - 45, avenue Alsace Lorraine - CS 10114;01003;Bourg en Bresse;http://patrimoines.ain.fr/n/jeux-enquetes-et-collectes/n:1397;Tel un aventurier, remontez le temps et partez à la découverte des mystères du patrimoine de l’Ain : personnages célèbres, légendes et traditions, monuments et sites remarquables se révèleront jour après jour… Amateur d’histoire, passionné de jeu, enquêteur curieux et persévérant : ces jeux sont pour vous !</p>;;Jeux, enquêtes et collectes;Jeux;Tous publics;Jeux;"Architecture et patrimoine;Monuments historiques";Jeu utilisant du HTML;Le temps d’une soirée;Accès permanent;Collectivité territoriale;;;;Hôtel du Département - 45, avenue Alsace Lorraine - CS 10114 1003 Bourg en Bresse;46.2029194;5.2225538;46.2029194,5.2225538
771;Direction de la culture et des archives d'Ille-et-Vilaine;1 rue Jacques-Léonard;35000;Rennes;http://classe1914.ille-et-vilaine.fr/;"Et si vous aviez eu 20 ans en 1914 ? C’est à cette question que le docgame « Classe 1914 - Ne m’oubliez pas ! » vous propose de répondre en découvrant ce web documentaire ludique. ""Classe 1914"" est une bande dessinée interactive où vous allez incarner un personnage qui va vivre la période de la Première Guerre mondiale en Bretagne et sur le front.";Collège;Classe 1914 - Ne m’oubliez pas !;Jeux;Enfants;Jeux;"Bande dessinée;Histoire";;Le temps d’une soirée;Accès permanent;Collectivité territoriale;;;;1 rue Jacques-Léonard 35000 Rennes;48.1288316;-1.6937638;48.1288316,-1.6937638
778;Domaine national de Chambord;Château de Chambord;41250;Chambord;https://www.chambord.org/fr/decouvrir/pour-les-enfants/activites-a-faire-chez-vous-coronavirus/;Et si vous imaginiez votre propre jardin à la française pour Chambord ? Téléchargez sur le site les planches à imprimer, découper et coller. N'oubliez pas de respecter les grands principes des jardins à la française : géométrie, symétrie et perspective ! En bonus : des planches de coloriage des jardins</p>;Primaire;Imaginez votre propre jardin à la française pour Chambord;Jeux;Enfants;"Jeux;Création et pratiques artistiques";"Monuments historiques;Parcs et jardins";;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Ministère de la Culture ou opérateur national;;2020-06-30T00:00:00;;Château de Chambord 41250 Chambord;47.616126;1.517218;47.616126,1.517218
781;École nationale supérieure d'art;7 Rue Edouard Branly;18000;Bourges;https://ensa-bourges.fr/index.php/fr/home/actualite-pedagogique/radio-radio/radioradio-2018-2019/7548-radio-confite;L'équipe de la radio de notre école, RadioRadio, va émettre le mercredi et le jeudi de 17h à 19h durant toute la période du confinement, afin de tisser du lien audio et tenter d'imaginer des formes particulières dans ce contexte de confinement.;;Radio locale;Audios;Tous publics;Audio, radio, podcasts;Arts décoratifs, design, métiers d’art;;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Ministère de la Culture ou opérateur national;;2020-06-30T00:00:00;;7 Rue Edouard Branly 18000 Bourges;47.0857612;2.3950934;47.0857612,2.3950934
782;Ecole normale supérieure;45 rue d'ulm;75005;Paris;https://savoirs.ens.fr/recherche.php?rechercheTerme=Lundis+de+la+philosophie+%28Les%29;Plus de 175 conférences audio disponibles sur la philosophie : Le concept de bien, Les enjeux philosophiques de la question de la peine de mort,Sortir de l'Etat?, ...;;Les lundis de la philosophie;Approfondir ses connaissances;Tous publics;Audio, radio, podcasts;"Histoire;Littérature, sciences humaines, langues";;Toute une vie ne suffit pas;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;45 rue d'ulm 75005 Paris;48.8418322;2.3440392;48.8418322,2.3440392
784;Ecole supérieure d'arts & médias;17 Cours Caffarelli;14000;Caen;https://www.esam-c2.fr/a-la-maison;À partir du 23 mars, les enseignants du secteur Grand public de l’école supérieure d'arts & médias de Caen/Cherbourg proposent tous les lundis matin à leurs élèves mais aussi à un plus large public des idées de sujets et d’exercices afin de continuer (ou de débuter) la pratique des arts plastiques à la maison, seul·e ou en famille.;;A la maison;Approfondir ses connaissances;Tous publics;Ressources pédagogiques;"Arts visuels;Arts décoratifs, design, métiers d’art";;Le temps d’une soirée;Accès gratuit exceptionnel et limité dans le temps;Collectivité territoriale;;2020-06-30T00:00:00;;17 Cours Caffarelli 14000 Caen;49.1808973;-0.3463264;49.1808973,-0.3463264
795;Ensemble intercontemporain;223 Avenue Jean Jaurès;75019;Paris;https://www.youtube.com/channel/UChG_Nw7cR-2FeLjeVxIKPXg?view_as=subscriber;Accédez à des centaines de vidéos de concerts de musique du vingtième siècle à aujourd'hui interprétés par l’Ensemble intercontemporain ainsi qu'à des reportages, des séries de découverte de l'univers musical contemporain et beaucoup d’autres contenus.;;L'Ensemble intercontemporain chez vous;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé;"Danse;Musique, concerts et opéras";;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;;223 Avenue Jean Jaurès 75019 Paris;48.8896149;2.3941133;48.8896149,2.3941133
798;Espace culture Lympia;2 Quai Entrecasteaux;06000;Nice;https://www.departement06.fr/covid19-mesures-du-departement/la-culture-chez-vous-35419.html;Puisque vous ne pouvez plus aller à elle en cette période de confinement, le Département des Alpes-Maritimes amène la culture chez vous. Dans cette rubrique, la nous vous proposons une large offre culturelle allant de la visite virtuelle à 360° d’exposition inédite à la découverte de trésors patrimoniaux des Alpes-Maritimes tout en passant par l’apprentissage de pratiques artistiques venues d’ailleurs.</p>;107|Primaire|Collège|Lycée;Sélection #Culturecheznous;Expos, musées;Tous publics;"Livres numériques;Expositions virtuelles";Musées;;Le temps d’un week-end;Accès permanent;Collectivité territoriale;;;;2 Quai Entrecasteaux 6000 Nice;43.6948017;7.2857292;43.6948017,7.2857292
799;Espace des sciences Pierre-Gilles de Gennes;10 Rue Vauquelin;75005;Paris;https://www.espgg.org/Confine-ta-science;L’Espace des Sciences Pierre-Gilles de Gennes (ESPCI Paris – PSL) ferme ses portes, mais son équipe de médiation de l’association TRACES n’arrête pas l’activité pour autant ! Les médiateur·rices proposent chaque semaine des rendez-vous numériques inédits : « Confine ta science : des médiateur·rices à la maison ». Au programme : des rencontres avec des chercheur·euses, des défis, des expériences, et des surprises pour petit·es et grand·es. Un temps d'échange pour explorer ensemble les sciences !;;Confine Ta Science;Approfondir ses connaissances;Tous publics;Vidéo, flux en direct, programmes en différé;Sciences;;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme privé;;2020-06-30T00:00:00;;10 Rue Vauquelin 75005 Paris;48.8412632;2.3475889;48.8412632,2.3475889
804;Fédération des Actrices et Acteurs des Musiques et Danses Traditionnelles (FAMDT);35 rue Crucy;44000;Nantes;http://stq4s52k.es-02.live-paas.net/;Accès à des milliers d'enregistrements se rapportant aux musiques traditionnelles (chansons, musiques, danses) et traditions orales (contes, récits...) des Régions de France. L'interface du portail permet la recherche et renvoie ensuite vers les ressources de chaque région, gérées par les associations régionales de référence en matière de musiques traditionnelles.;;Portail du patrimoine oral;Audios;Tous publics;Audio, radio, podcasts;"Littérature, sciences humaines, langues;Histoire";;Le temps d’une soirée;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;35 rue Crucy 44000 Nantes;47.2128584;-1.5499987;47.2128584,-1.5499987
805;Feedbooks;15 lisière du golf;92380;Garches;http://fr.feedbooks.com/publicdomain;Des centaines d'ouvrages du domaine public à télécharger gratuitement, comme Robinson Crusoé de Daniel Defoe ou encore De la terre à la lune de Jules Vernes.;;Librairie 100% numérique gratuite;Livres;Tous publics;Livres numériques;Littérature, sciences humaines, langues;;Toute une vie ne suffit pas;Accès permanent;Organisme privé;;;;15 lisière du golf 92380 Garches;48.8545862;2.1925375;48.8545862,2.1925375
818;Fondation Louis Vuitton;8 Avenue du Mahatma Gandhi;75116;Paris;https://www.fondationlouisvuitton.fr/fr/la-fondation/flv-chez-vous.html;"Chaque semaine, la Fondation vous propose de visionner une exposition, un concert et une masterclasse qu'elle a proposés depuis son ouverture en 2014. La Fondation donne 3 rendez-vous : le mercredi à 18h, une visite d’une exposition avec les commentaires des commissaires ; le vendredi à 20h30, un grand concert de musique qui s'est tenu dans l'Auditorium ; le dimanche à 17h30, un concert d’une promotion d’élèves de la Classe d’Excellence de Violoncelle, dirigée par Gautier Capuçon</p>";;La Fondation vient chez vous !;Approfondir ses connaissances;Tous publics;"Vidéo, flux en direct, programmes en différé;Expositions virtuelles";"Arts décoratifs, design, métiers d’art;Arts visuels";;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme privé;;2020-06-30T00:00:00;;8 Avenue du Mahatma Gandhi 75116 Paris;48.8766484;2.2635254;48.8766484,2.2635254
820;Fonds de dotation pour la gestion et la valorisation du patrimoine pharmaceutique;4 avenue Ruysdaël;75008;Paris;https://artetpatrimoinepharmaceutique.fr/search/home;Découverte des collections d’histoire de la pharmacie : pots de pharmacie, mâche-bouchons, alambics, estampes, affiches publicitaires et ouvrages offrent un panorama de l’histoire et de l’art pharmaceutiques. Le portail propose également des articles thématiques et des expositions virtuelles consacrées aux pharmaciens célèbres ou aux caricatures de Daumier.</p>;;Art et patrimoine pharmaceutique;Expos, musées;Tous publics;Images, collections numérisées, bases de données;"Architecture et patrimoine;Histoire;Musées;Sciences";;Le temps d’un vrai déjeuner;Accès permanent;Organisme privé;;;;4 avenue Ruysdaël 75008 Paris;48.8780543;2.310209;48.8780543,2.310209
825;Fonds régional d'art contemporain - Centre-Val de Loire;88 Rue du Colombier;45000;Orléans;http://www.frac-centre.fr/scolaires/documents-pedagogiques-55.html;Le Frac Centre-Val de Loire met à disposition des dossiers pédagogiques (thématiques et monographiques) réalisés à partir des expositions et des œuvres de la collection.;;Dossiers pédagogiques;Approfondir ses connaissances;Parents / Éducateurs;Ressources pédagogiques;Arts décoratifs, design, métiers d’art;;Le temps d’un week-end;Accès permanent;Ministère de la Culture ou opérateur national;;;;88 Rue du Colombier 45000 Orléans;47.9040943;1.8968345;47.9040943,1.8968345
834;Fonds régional d'art contemporain - Pays de la Loire;24 bis Boulevard Ampère, La Fleuriaye;44470;Carquefou;http://fracdespaysdelaloire.com/fr/programme/2020/a-la-maison/le-frac-a-la-maison-atelier;Pendant toute la période du confinement, le Frac des Pays de la Loire propose de découvrir chaque semaine une œuvre d'un artiste. Pour l'accompagner, le Frac a imaginé un petit atelier à faire seul.e, en famille ou entre ami.es de confinement.;;Dossiers pédagogiques;Approfondir ses connaissances;Parents / Éducateurs;Ressources pédagogiques;Arts décoratifs, design, métiers d’art;;Le temps d’un week-end;Accès gratuit exceptionnel et limité dans le temps;Ministère de la Culture ou opérateur national;;2020-06-30T00:00:00;;24 bis Boulevard Ampère, La Fleuriaye 44470 Carquefou;47.3018393;-1.5034853;47.3018393,-1.5034853
839;France Télévisions;7, esplanade Henri-de-France;75015;Paris;https://educateurs.lumni.fr/;Lumni est une offre de 3000 contenus multimédias (vidéos, audios, articles, pistes pédagogiques)  gratuits pour les élèves, parents, enseignants et médiateurs, qui permet un accès à la culture, au savoir et à la connaissance.;;Lumni enseignement et éducateurs;Films, documentaires, vidéos;Parents / Éducateurs;"Audio, radio, podcasts;Ressources pédagogiques;Vidéo, flux en direct, programmes en différé";"Audiovisuel;Éducation artistique et culturelle";;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;;7, esplanade Henri-de-France 75015 Paris;48.8393488;2.2711253;48.8393488,2.2711253
842;France Télévisions;7, esplanade Henri-de-France;75015;Paris;https://www.francetvinfo.fr/vrai-ou-fake/;"Ces contenus consistent à décrypter et déconstruire des rumeurs qui circulent notamment sur les réseaux sociaux et des ""fake news"", c'est-à-dire de fausses informations fabriquées dans le but de manipuler le public.";;Vrai ou fake;Actualités, débats;Tous publics;Vidéo, flux en direct, programmes en différé;"Audiovisuel;Éducation artistique et culturelle";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;7, esplanade Henri-de-France 75015 Paris;48.8393488;2.2711253;48.8393488,2.2711253
846;Grand Patrimoine de Loire-Atlantique - Musée Dobrée (Nantes);11 Rue du château de l'Eraudière, Nantes (Administration centrale);44300;Nantes;https://grand-patrimoine.loire-atlantique.fr/COLLECTIONS;Partez à la découverte des riches collections du musée Dobrée, de l'archéologie, des arts graphiques, des arts extra-européens, de la numismatique, de l'archéologie militaire... Découvrez les portraits des grands collectionneurs à l'origine de ces collections, mais aussi des surprises : vidéos, carte des trésors de Loire-Atlantique, 3D du reliquaire du cœur d'Anne de Bretagne.;;Collections en ligne;Expos, musées;Tous publics;Images, collections numérisées, bases de données;"Archéologie;Musées";Sous-titrage (ST);Le temps d’une soirée;Accès permanent;Collectivité territoriale;;;;11 Rue du château de l'Eraudière, Nantes (Administration centrale) 44300 Nantes;47.243754;-1.5365869;47.243754,-1.5365869
858;Institut Lumière;Rue du Premier Film;69008;Lyon;http://www.institut-lumiere.org/;Propositions d'articles, podcasts, vidéos, débats, critiques, extraites de film;;Selection de contenus #Culturecheznous;Actualités, débats;Tous publics;"Vidéo, flux en direct, programmes en différé;Expositions virtuelles";Cinéma;;Le temps de manger un sandwich pendant une pause déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;2020-06-30T00:00:00;;Rue du Premier Film 69008 Lyon;45.7453653;4.8686982;45.7453653,4.8686982
872;JuraMusées;17 rue Rouget de Lisle;39000;Lons-le-Saunier;https://www.juramusees.fr/des-hommes-et-des-savoir-faire/;Ce site permet de découvrir les richesses du patrimoine jurassien sous différentes facettes : patrimoine historique, artistique et géologique ainsi que des personnes célèbres, ou des techniques artisanales.;;Des hommes et des savoir-faire;Expos, musées;Tous publics;Images, collections numérisées, bases de données;"Histoire;Musées";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;17 rue Rouget de Lisle 39000 Lons-le-Saunier;46.6713147;5.5552351;46.6713147,5.5552351
874;L'Arche Musée et Archives;Rue du 11 novembre, B.P. 4208;97500;Saint-Pierre;https://www.arche-musee-et-archives.net/fr/8-expos-virtuelles.html;Le site de l'Arche propose de nombreux contenus en ligne/ Pour les amateurs de généalogie et d'histoire il existe des bases de données sur la population des nos îles. De plus la presse locale ancienne, des travaux de chercheurs et publications peuvent être consultés. Des expositions virtuelles artistiques (photographie, peinture, sculpture), historiques (préhistoire, 20e siècle) ou sur les collections naturelles du musée sont présentées.;;Expositions virtuelles;Expos, musées;Tous publics;"Images, collections numérisées, bases de données;Expositions virtuelles";"Architecture et patrimoine;Archéologie;Histoire;Musées;Peinture;Sculpture";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;Rue du 11 novembre, B.P. 4208 97500 Saint-Pierre;46.7763165;-56.1774739;46.7763165,-56.1774739
